LOCATION,SUBJECT,MEASURE,TIME,Value
KOR,TOT,USD_CAP,1984,149.098
KOR,TOT,USD_CAP,1985,166.138
KOR,TOT,USD_CAP,1986,184.265
KOR,TOT,USD_CAP,1987,207.667
KOR,TOT,USD_CAP,1988,251.237
KOR,TOT,USD_CAP,1989,317.321
KOR,TOT,USD_CAP,1990,356.718
KOR,TOT,USD_CAP,1991,378.777
KOR,TOT,USD_CAP,1992,419.468
KOR,TOT,USD_CAP,1993,442.657
KOR,TOT,USD_CAP,1994,464.869
KOR,TOT,USD_CAP,1995,515.493
KOR,TOT,USD_CAP,1996,575.564
KOR,TOT,USD_CAP,1997,599.514
KOR,TOT,USD_CAP,1998,580.454
KOR,TOT,USD_CAP,1999,662.546
KOR,TOT,USD_CAP,2000,725.774
KOR,TOT,USD_CAP,2001,860.333
KOR,TOT,USD_CAP,2002,886.299
KOR,TOT,USD_CAP,2003,973.543
KOR,TOT,USD_CAP,2004,1032.377
KOR,TOT,USD_CAP,2005,1134.522
KOR,TOT,USD_CAP,2006,1277.798
KOR,TOT,USD_CAP,2007,1433.615
KOR,TOT,USD_CAP,2008,1556.164
KOR,TOT,USD_CAP,2009,1686.237
KOR,TOT,USD_CAP,2010,1878.762
KOR,TOT,USD_CAP,2011,1966.703
KOR,TOT,USD_CAP,2012,2071.544
KOR,TOT,USD_CAP,2013,2128.839
KOR,TOT,USD_CAP,2014,2231.69
KOR,TOT,USD_CAP,2015,2490.499
KOR,TOT,USD_CAP,2016,2660.792
KOR,TOT,USD_CAP,2017,2809.25
KOR,TOT,USD_CAP,2018,3085.18
KOR,TOT,USD_CAP,2019,3384.158
LUX,TOT,USD_CAP,1995,2095.827
LUX,TOT,USD_CAP,1996,2216.707
LUX,TOT,USD_CAP,1997,2268.562
LUX,TOT,USD_CAP,1998,2427.022
LUX,TOT,USD_CAP,1999,2827.654
LUX,TOT,USD_CAP,2000,3409.737
LUX,TOT,USD_CAP,2001,3712.502
LUX,TOT,USD_CAP,2002,4248.808
LUX,TOT,USD_CAP,2003,4411.173
LUX,TOT,USD_CAP,2004,4775.922
LUX,TOT,USD_CAP,2005,4881.401
LUX,TOT,USD_CAP,2006,5150.267
LUX,TOT,USD_CAP,2007,5084.628
LUX,TOT,USD_CAP,2008,5431.112
LUX,TOT,USD_CAP,2009,5723.837
LUX,TOT,USD_CAP,2010,5622.639
LUX,TOT,USD_CAP,2011,4830.517
LUX,TOT,USD_CAP,2012,4424.504
LUX,TOT,USD_CAP,2013,4636.665
LUX,TOT,USD_CAP,2014,4707.036
LUX,TOT,USD_CAP,2015,4693.501
LUX,TOT,USD_CAP,2016,4864.116
LUX,TOT,USD_CAP,2017,5012.604
LUX,TOT,USD_CAP,2018,5216.284
LUX,TOT,USD_CAP,2019,5558.322
MEX,TOT,USD_CAP,1999,476.39
MEX,TOT,USD_CAP,2000,517.3
MEX,TOT,USD_CAP,2001,567.423
MEX,TOT,USD_CAP,2002,600.49
MEX,TOT,USD_CAP,2003,688.517
MEX,TOT,USD_CAP,2004,767.567
MEX,TOT,USD_CAP,2005,771.596
MEX,TOT,USD_CAP,2006,821.74
MEX,TOT,USD_CAP,2007,869.968
MEX,TOT,USD_CAP,2008,899.877
MEX,TOT,USD_CAP,2009,913.125
MEX,TOT,USD_CAP,2010,931.359
MEX,TOT,USD_CAP,2011,942.155
MEX,TOT,USD_CAP,2012,1003.869
MEX,TOT,USD_CAP,2013,1025.272
MEX,TOT,USD_CAP,2014,998.577
MEX,TOT,USD_CAP,2015,1067.229
MEX,TOT,USD_CAP,2016,1084.536
MEX,TOT,USD_CAP,2017,1118.972
MEX,TOT,USD_CAP,2018,1144.895
MEX,TOT,USD_CAP,2019,1153.581
NLD,TOT,USD_CAP,1972,308.458
NLD,TOT,USD_CAP,1973,341.631
NLD,TOT,USD_CAP,1974,398.295
NLD,TOT,USD_CAP,1975,452.47
NLD,TOT,USD_CAP,1976,491.661
NLD,TOT,USD_CAP,1977,540.992
NLD,TOT,USD_CAP,1978,604.59
NLD,TOT,USD_CAP,1979,673.721
NLD,TOT,USD_CAP,1980,749.974
NLD,TOT,USD_CAP,1981,807.518
NLD,TOT,USD_CAP,1982,865.102
NLD,TOT,USD_CAP,1983,906.184
NLD,TOT,USD_CAP,1984,940.405
NLD,TOT,USD_CAP,1985,976.592
NLD,TOT,USD_CAP,1986,1034.588
NLD,TOT,USD_CAP,1987,1086.296
NLD,TOT,USD_CAP,1988,1145.372
NLD,TOT,USD_CAP,1989,1268.411
NLD,TOT,USD_CAP,1990,1398.762
NLD,TOT,USD_CAP,1991,1499.45
NLD,TOT,USD_CAP,1992,1586.578
NLD,TOT,USD_CAP,1993,1647.989
NLD,TOT,USD_CAP,1994,1688.54
NLD,TOT,USD_CAP,1995,1747.121
NLD,TOT,USD_CAP,1996,1821.367
NLD,TOT,USD_CAP,1997,1881.963
NLD,TOT,USD_CAP,1998,2215.597
NLD,TOT,USD_CAP,1999,2372.005
NLD,TOT,USD_CAP,2000,2646.178
NLD,TOT,USD_CAP,2001,2881.585
NLD,TOT,USD_CAP,2002,3296.964
NLD,TOT,USD_CAP,2003,3308.579
NLD,TOT,USD_CAP,2004,3494.654
NLD,TOT,USD_CAP,2005,3583.454
NLD,TOT,USD_CAP,2006,3826.969
NLD,TOT,USD_CAP,2007,4075.338
NLD,TOT,USD_CAP,2008,4378.383
NLD,TOT,USD_CAP,2009,4444.22
NLD,TOT,USD_CAP,2010,4472.608
NLD,TOT,USD_CAP,2011,4567.357
NLD,TOT,USD_CAP,2012,4782.366
NLD,TOT,USD_CAP,2013,4923.877
NLD,TOT,USD_CAP,2014,4934.583
NLD,TOT,USD_CAP,2015,4928.366
NLD,TOT,USD_CAP,2016,5075.476
NLD,TOT,USD_CAP,2017,5263.825
NLD,TOT,USD_CAP,2018,5436.287
NLD,TOT,USD_CAP,2019,5765.098
NZL,TOT,USD_CAP,1970,214.441
NZL,TOT,USD_CAP,1971,226.32
NZL,TOT,USD_CAP,1972,251.484
NZL,TOT,USD_CAP,1973,295.763
NZL,TOT,USD_CAP,1974,354.875
NZL,TOT,USD_CAP,1975,403.136
NZL,TOT,USD_CAP,1976,404.474
NZL,TOT,USD_CAP,1977,434.791
NZL,TOT,USD_CAP,1978,501.858
NZL,TOT,USD_CAP,1979,506.221
NZL,TOT,USD_CAP,1980,498.467
NZL,TOT,USD_CAP,1981,561.069
NZL,TOT,USD_CAP,1982,593.418
NZL,TOT,USD_CAP,1983,631.798
NZL,TOT,USD_CAP,1984,641.824
NZL,TOT,USD_CAP,1985,603.669
NZL,TOT,USD_CAP,1986,663.908
NZL,TOT,USD_CAP,1987,764.795
NZL,TOT,USD_CAP,1988,882.287
NZL,TOT,USD_CAP,1989,947.632
NZL,TOT,USD_CAP,1990,1018.504
NZL,TOT,USD_CAP,1991,1064.032
NZL,TOT,USD_CAP,1992,1116.248
NZL,TOT,USD_CAP,1993,1166.951
NZL,TOT,USD_CAP,1994,1244.215
NZL,TOT,USD_CAP,1995,1304.026
NZL,TOT,USD_CAP,1996,1340.575
NZL,TOT,USD_CAP,1997,1418.268
NZL,TOT,USD_CAP,1998,1498.289
NZL,TOT,USD_CAP,1999,1565.445
NZL,TOT,USD_CAP,2000,1659.47
NZL,TOT,USD_CAP,2001,1797.681
NZL,TOT,USD_CAP,2002,1920.964
NZL,TOT,USD_CAP,2003,1916.357
NZL,TOT,USD_CAP,2004,2077.407
NZL,TOT,USD_CAP,2005,2194.439
NZL,TOT,USD_CAP,2006,2438.053
NZL,TOT,USD_CAP,2007,2538.799
NZL,TOT,USD_CAP,2008,2829.765
NZL,TOT,USD_CAP,2009,2951.423
NZL,TOT,USD_CAP,2010,3044.547
NZL,TOT,USD_CAP,2011,3132.309
NZL,TOT,USD_CAP,2012,3240.034
NZL,TOT,USD_CAP,2013,3388.248
NZL,TOT,USD_CAP,2014,3500.134
NZL,TOT,USD_CAP,2015,3521.113
NZL,TOT,USD_CAP,2016,3762.696
NZL,TOT,USD_CAP,2017,3820.417
NZL,TOT,USD_CAP,2018,4024.552
NZL,TOT,USD_CAP,2019,4203.989
NOR,TOT,USD_CAP,1970,154.094
NOR,TOT,USD_CAP,1971,179.339
NOR,TOT,USD_CAP,1972,207.967
NOR,TOT,USD_CAP,1973,237.229
NOR,TOT,USD_CAP,1974,272.923
NOR,TOT,USD_CAP,1975,327.41
NOR,TOT,USD_CAP,1976,368.672
NOR,TOT,USD_CAP,1977,421.596
NOR,TOT,USD_CAP,1978,502.779
NOR,TOT,USD_CAP,1979,525.051
NOR,TOT,USD_CAP,1980,607.623
NOR,TOT,USD_CAP,1981,676.83
NOR,TOT,USD_CAP,1982,736.059
NOR,TOT,USD_CAP,1983,810.699
NOR,TOT,USD_CAP,1984,838.788
NOR,TOT,USD_CAP,1985,907.7
NOR,TOT,USD_CAP,1986,965.219
NOR,TOT,USD_CAP,1987,1036.709
NOR,TOT,USD_CAP,1988,1081.699
NOR,TOT,USD_CAP,1989,1113.772
NOR,TOT,USD_CAP,1990,1359.893
NOR,TOT,USD_CAP,1991,1480.133
NOR,TOT,USD_CAP,1992,1555.351
NOR,TOT,USD_CAP,1993,1603.993
NOR,TOT,USD_CAP,1994,1668.615
NOR,TOT,USD_CAP,1995,1768.122
NOR,TOT,USD_CAP,1996,1928.149
NOR,TOT,USD_CAP,1997,2196.853
NOR,TOT,USD_CAP,1998,2366.363
NOR,TOT,USD_CAP,1999,2518.86
NOR,TOT,USD_CAP,2000,2792.453
NOR,TOT,USD_CAP,2001,2936.822
NOR,TOT,USD_CAP,2002,3389.226
NOR,TOT,USD_CAP,2003,3447.643
NOR,TOT,USD_CAP,2004,3655.544
NOR,TOT,USD_CAP,2005,3740.873
NOR,TOT,USD_CAP,2006,3963.457
NOR,TOT,USD_CAP,2007,4310.143
NOR,TOT,USD_CAP,2008,4604.504
NOR,TOT,USD_CAP,2009,4686.897
NOR,TOT,USD_CAP,2010,4775.054
NOR,TOT,USD_CAP,2011,4965.184
NOR,TOT,USD_CAP,2012,5209.577
NOR,TOT,USD_CAP,2013,5485.874
NOR,TOT,USD_CAP,2014,5707.377
NOR,TOT,USD_CAP,2015,5728.329
NOR,TOT,USD_CAP,2016,5904.031
NOR,TOT,USD_CAP,2017,6075.474
NOR,TOT,USD_CAP,2018,6283.17
NOR,TOT,USD_CAP,2019,6646.713
POL,TOT,USD_CAP,1990,302.685
POL,TOT,USD_CAP,1991,302.451
POL,TOT,USD_CAP,1992,324.9
POL,TOT,USD_CAP,1993,349.491
POL,TOT,USD_CAP,1994,370.317
POL,TOT,USD_CAP,1995,397.759
POL,TOT,USD_CAP,1996,454.708
POL,TOT,USD_CAP,1997,476.413
POL,TOT,USD_CAP,1998,497.228
POL,TOT,USD_CAP,1999,572.471
POL,TOT,USD_CAP,2000,603.857
POL,TOT,USD_CAP,2001,668.022
POL,TOT,USD_CAP,2002,774.069
POL,TOT,USD_CAP,2003,781.512
POL,TOT,USD_CAP,2004,837.506
POL,TOT,USD_CAP,2005,834.605
POL,TOT,USD_CAP,2006,902.741
POL,TOT,USD_CAP,2007,1050.531
POL,TOT,USD_CAP,2008,1222.748
POL,TOT,USD_CAP,2009,1315.59
POL,TOT,USD_CAP,2010,1422.788
POL,TOT,USD_CAP,2011,1496.615
POL,TOT,USD_CAP,2012,1578.599
POL,TOT,USD_CAP,2013,1670.783
POL,TOT,USD_CAP,2014,1687.056
POL,TOT,USD_CAP,2015,1819.343
POL,TOT,USD_CAP,2016,1959.032
POL,TOT,USD_CAP,2017,2069.561
POL,TOT,USD_CAP,2018,2113.702
POL,TOT,USD_CAP,2019,2292.146
PRT,TOT,USD_CAP,1970,44.564
PRT,TOT,USD_CAP,1971,54.312
PRT,TOT,USD_CAP,1972,77.303
PRT,TOT,USD_CAP,1973,97.362
PRT,TOT,USD_CAP,1974,111.351
PRT,TOT,USD_CAP,1975,149.478
PRT,TOT,USD_CAP,1976,158.436
PRT,TOT,USD_CAP,1977,157.918
PRT,TOT,USD_CAP,1978,179.716
PRT,TOT,USD_CAP,1979,191.017
PRT,TOT,USD_CAP,1980,255.312
PRT,TOT,USD_CAP,1981,288.921
PRT,TOT,USD_CAP,1982,315.272
PRT,TOT,USD_CAP,1983,308.892
PRT,TOT,USD_CAP,1984,314.029
PRT,TOT,USD_CAP,1985,371.341
PRT,TOT,USD_CAP,1986,463.113
PRT,TOT,USD_CAP,1987,494.568
PRT,TOT,USD_CAP,1988,575.018
PRT,TOT,USD_CAP,1989,577.862
PRT,TOT,USD_CAP,1990,629.896
PRT,TOT,USD_CAP,1991,733.521
PRT,TOT,USD_CAP,1992,790.108
PRT,TOT,USD_CAP,1993,823.27
PRT,TOT,USD_CAP,1994,861.925
PRT,TOT,USD_CAP,1995,1008.849
PRT,TOT,USD_CAP,1996,1085.456
PRT,TOT,USD_CAP,1997,1143.48
PRT,TOT,USD_CAP,1998,1193.645
PRT,TOT,USD_CAP,1999,1319.759
PRT,TOT,USD_CAP,2000,1599.607
PRT,TOT,USD_CAP,2001,1665.278
PRT,TOT,USD_CAP,2002,1792.284
PRT,TOT,USD_CAP,2003,1876.071
PRT,TOT,USD_CAP,2004,2035.069
PRT,TOT,USD_CAP,2005,2135.366
PRT,TOT,USD_CAP,2006,2186.817
PRT,TOT,USD_CAP,2007,2253.143
PRT,TOT,USD_CAP,2008,2386.065
PRT,TOT,USD_CAP,2009,2457.219
PRT,TOT,USD_CAP,2010,2528.75
PRT,TOT,USD_CAP,2011,2408.055
PRT,TOT,USD_CAP,2012,2345.629
PRT,TOT,USD_CAP,2013,2417.038
PRT,TOT,USD_CAP,2014,2450.887
PRT,TOT,USD_CAP,2015,2540.072
PRT,TOT,USD_CAP,2016,2822.462
PRT,TOT,USD_CAP,2017,2922.416
PRT,TOT,USD_CAP,2018,3097.301
PRT,TOT,USD_CAP,2019,3378.627
SVK,TOT,USD_CAP,1997,648.593
SVK,TOT,USD_CAP,1998,662.909
SVK,TOT,USD_CAP,1999,658.135
SVK,TOT,USD_CAP,2000,690.147
SVK,TOT,USD_CAP,2001,758.472
SVK,TOT,USD_CAP,2002,868.625
SVK,TOT,USD_CAP,2003,876.501
SVK,TOT,USD_CAP,2004,1100.622
SVK,TOT,USD_CAP,2005,1191.447
SVK,TOT,USD_CAP,2006,1341.677
SVK,TOT,USD_CAP,2007,1583.82
SVK,TOT,USD_CAP,2008,1687.058
SVK,TOT,USD_CAP,2009,1813.469
SVK,TOT,USD_CAP,2010,2010.377
SVK,TOT,USD_CAP,2011,1974.761
SVK,TOT,USD_CAP,2012,2097.401
SVK,TOT,USD_CAP,2013,2153.698
SVK,TOT,USD_CAP,2014,2010.11
SVK,TOT,USD_CAP,2015,2059.654
SVK,TOT,USD_CAP,2016,2039.544
SVK,TOT,USD_CAP,2017,2048.386
SVK,TOT,USD_CAP,2018,2142.079
SVK,TOT,USD_CAP,2019,2353.645
ESP,TOT,USD_CAP,1970,82.882
ESP,TOT,USD_CAP,1971,102.067
ESP,TOT,USD_CAP,1972,120.144
ESP,TOT,USD_CAP,1973,132.564
ESP,TOT,USD_CAP,1974,163.713
ESP,TOT,USD_CAP,1975,185.396
ESP,TOT,USD_CAP,1976,221.989
ESP,TOT,USD_CAP,1977,252.646
ESP,TOT,USD_CAP,1978,276.613
ESP,TOT,USD_CAP,1979,296.57
ESP,TOT,USD_CAP,1980,330.01
ESP,TOT,USD_CAP,1981,360.444
ESP,TOT,USD_CAP,1982,388.71
ESP,TOT,USD_CAP,1983,420.243
ESP,TOT,USD_CAP,1984,428.996
ESP,TOT,USD_CAP,1985,444.489
ESP,TOT,USD_CAP,1986,471.451
ESP,TOT,USD_CAP,1987,521.446
ESP,TOT,USD_CAP,1988,637.049
ESP,TOT,USD_CAP,1989,712.577
ESP,TOT,USD_CAP,1990,820.985
ESP,TOT,USD_CAP,1991,897.88
ESP,TOT,USD_CAP,1992,979.507
ESP,TOT,USD_CAP,1993,1028.029
ESP,TOT,USD_CAP,1994,1051.928
ESP,TOT,USD_CAP,1995,1125.56
ESP,TOT,USD_CAP,1996,1179.273
ESP,TOT,USD_CAP,1997,1230.891
ESP,TOT,USD_CAP,1998,1301.428
ESP,TOT,USD_CAP,1999,1370.226
ESP,TOT,USD_CAP,2000,1523.356
ESP,TOT,USD_CAP,2001,1634.735
ESP,TOT,USD_CAP,2002,1803.5
ESP,TOT,USD_CAP,2003,2015.048
ESP,TOT,USD_CAP,2004,2123.21
ESP,TOT,USD_CAP,2005,2212.475
ESP,TOT,USD_CAP,2006,2392.496
ESP,TOT,USD_CAP,2007,2483.685
ESP,TOT,USD_CAP,2008,2671.815
ESP,TOT,USD_CAP,2009,2749.88
ESP,TOT,USD_CAP,2010,2736.212
ESP,TOT,USD_CAP,2011,2734.131
ESP,TOT,USD_CAP,2012,2728.978
ESP,TOT,USD_CAP,2013,2764.267
ESP,TOT,USD_CAP,2014,2858.067
ESP,TOT,USD_CAP,2015,3020.475
ESP,TOT,USD_CAP,2016,3148.718
ESP,TOT,USD_CAP,2017,3322.37
ESP,TOT,USD_CAP,2018,3429.798
ESP,TOT,USD_CAP,2019,3616.459
SWE,TOT,USD_CAP,1970,271.904
SWE,TOT,USD_CAP,1971,306.323
SWE,TOT,USD_CAP,1972,331.287
SWE,TOT,USD_CAP,1973,359.297
SWE,TOT,USD_CAP,1974,419.922
SWE,TOT,USD_CAP,1975,501.668
SWE,TOT,USD_CAP,1976,560.233
SWE,TOT,USD_CAP,1977,648.435
SWE,TOT,USD_CAP,1978,694.291
SWE,TOT,USD_CAP,1979,772.194
SWE,TOT,USD_CAP,1980,897.78
SWE,TOT,USD_CAP,1981,965.372
SWE,TOT,USD_CAP,1982,1023.186
SWE,TOT,USD_CAP,1983,1062.003
SWE,TOT,USD_CAP,1984,1122.119
SWE,TOT,USD_CAP,1985,1120.156
SWE,TOT,USD_CAP,1986,1154.574
SWE,TOT,USD_CAP,1987,1235.32
SWE,TOT,USD_CAP,1988,1302.245
SWE,TOT,USD_CAP,1989,1412.428
SWE,TOT,USD_CAP,1990,1488.959
SWE,TOT,USD_CAP,1991,1479.69
SWE,TOT,USD_CAP,1992,1536.434
SWE,TOT,USD_CAP,1993,1521.684
SWE,TOT,USD_CAP,1994,1517.876
SWE,TOT,USD_CAP,1995,1593.332
SWE,TOT,USD_CAP,1996,1690.41
SWE,TOT,USD_CAP,1997,1708.555
SWE,TOT,USD_CAP,1998,1807.689
SWE,TOT,USD_CAP,1999,1959.359
SWE,TOT,USD_CAP,2000,2195.058
SWE,TOT,USD_CAP,2001,2397.827
SWE,TOT,USD_CAP,2002,2636.406
SWE,TOT,USD_CAP,2003,2674.776
SWE,TOT,USD_CAP,2004,2771.639
SWE,TOT,USD_CAP,2005,2809.376
SWE,TOT,USD_CAP,2006,3006.077
SWE,TOT,USD_CAP,2007,3222.236
SWE,TOT,USD_CAP,2008,3414.353
SWE,TOT,USD_CAP,2009,3460.46
SWE,TOT,USD_CAP,2010,3432.854
SWE,TOT,USD_CAP,2011,4461.676
SWE,TOT,USD_CAP,2012,4679.801
SWE,TOT,USD_CAP,2013,4731.449
SWE,TOT,USD_CAP,2014,4865.571
SWE,TOT,USD_CAP,2015,5002.138
SWE,TOT,USD_CAP,2016,5121.772
SWE,TOT,USD_CAP,2017,5318.124
SWE,TOT,USD_CAP,2018,5433.728
SWE,TOT,USD_CAP,2019,5782.292
CHE,TOT,USD_CAP,1970,326.24
CHE,TOT,USD_CAP,1971,376.668
CHE,TOT,USD_CAP,1972,405.493
CHE,TOT,USD_CAP,1973,440.221
CHE,TOT,USD_CAP,1974,507.841
CHE,TOT,USD_CAP,1975,584.557
CHE,TOT,USD_CAP,1976,636.241
CHE,TOT,USD_CAP,1977,689.84
CHE,TOT,USD_CAP,1978,763.581
CHE,TOT,USD_CAP,1979,842.596
CHE,TOT,USD_CAP,1980,959.731
CHE,TOT,USD_CAP,1981,1067.408
CHE,TOT,USD_CAP,1982,1145.746
CHE,TOT,USD_CAP,1983,1250.974
CHE,TOT,USD_CAP,1984,1299.767
CHE,TOT,USD_CAP,1985,1485.83
CHE,TOT,USD_CAP,1986,1599.776
CHE,TOT,USD_CAP,1987,1719
CHE,TOT,USD_CAP,1988,1855.189
CHE,TOT,USD_CAP,1989,2016.538
CHE,TOT,USD_CAP,1990,2134.153
CHE,TOT,USD_CAP,1991,2332.452
CHE,TOT,USD_CAP,1992,2431.969
CHE,TOT,USD_CAP,1993,2490.057
CHE,TOT,USD_CAP,1994,2624.129
CHE,TOT,USD_CAP,1995,2608.806
CHE,TOT,USD_CAP,1996,2765.35
CHE,TOT,USD_CAP,1997,2871.474
CHE,TOT,USD_CAP,1998,2988.028
CHE,TOT,USD_CAP,1999,3103.729
CHE,TOT,USD_CAP,2000,3324.741
CHE,TOT,USD_CAP,2001,3552.422
CHE,TOT,USD_CAP,2002,3887.068
CHE,TOT,USD_CAP,2003,3914.894
CHE,TOT,USD_CAP,2004,4107.913
CHE,TOT,USD_CAP,2005,4106.058
CHE,TOT,USD_CAP,2006,4231.403
CHE,TOT,USD_CAP,2007,4595.574
CHE,TOT,USD_CAP,2008,4905.058
CHE,TOT,USD_CAP,2009,5071.357
CHE,TOT,USD_CAP,2010,5086.992
CHE,TOT,USD_CAP,2011,5259.579
CHE,TOT,USD_CAP,2012,5565.318
CHE,TOT,USD_CAP,2013,5923.914
CHE,TOT,USD_CAP,2014,6158.683
CHE,TOT,USD_CAP,2015,6467.527
CHE,TOT,USD_CAP,2016,6807.813
CHE,TOT,USD_CAP,2017,7037.022
CHE,TOT,USD_CAP,2018,7279.792
CHE,TOT,USD_CAP,2019,7732.412
TUR,TOT,USD_CAP,1975,41.765
TUR,TOT,USD_CAP,1976,37.807
TUR,TOT,USD_CAP,1977,55.541
TUR,TOT,USD_CAP,1978,61.946
TUR,TOT,USD_CAP,1979,66.75
TUR,TOT,USD_CAP,1980,73.429
TUR,TOT,USD_CAP,1981,90.39
TUR,TOT,USD_CAP,1982,80.066
TUR,TOT,USD_CAP,1983,88.742
TUR,TOT,USD_CAP,1984,91.277
TUR,TOT,USD_CAP,1985,69.317
TUR,TOT,USD_CAP,1986,95.719
TUR,TOT,USD_CAP,1987,98.762
TUR,TOT,USD_CAP,1988,119.172
TUR,TOT,USD_CAP,1989,127.912
TUR,TOT,USD_CAP,1990,151.795
TUR,TOT,USD_CAP,1991,174.525
TUR,TOT,USD_CAP,1992,181.84
TUR,TOT,USD_CAP,1993,196.065
TUR,TOT,USD_CAP,1994,178.732
TUR,TOT,USD_CAP,1995,174.611
TUR,TOT,USD_CAP,1996,229.92
TUR,TOT,USD_CAP,1997,265.226
TUR,TOT,USD_CAP,1998,299.833
TUR,TOT,USD_CAP,1999,369.102
TUR,TOT,USD_CAP,2000,431.839
TUR,TOT,USD_CAP,2001,472.595
TUR,TOT,USD_CAP,2002,519.978
TUR,TOT,USD_CAP,2003,509.682
TUR,TOT,USD_CAP,2004,558.574
TUR,TOT,USD_CAP,2005,588.128
TUR,TOT,USD_CAP,2006,677.662
TUR,TOT,USD_CAP,2007,733.085
TUR,TOT,USD_CAP,2008,807.052
TUR,TOT,USD_CAP,2009,817.024
TUR,TOT,USD_CAP,2010,843.265
TUR,TOT,USD_CAP,2011,888.309
TUR,TOT,USD_CAP,2012,894.741
TUR,TOT,USD_CAP,2013,947.74
TUR,TOT,USD_CAP,2014,1006.772
TUR,TOT,USD_CAP,2015,1040.373
TUR,TOT,USD_CAP,2016,1128.718
TUR,TOT,USD_CAP,2017,1187.518
TUR,TOT,USD_CAP,2018,1223.568
TUR,TOT,USD_CAP,2019,1339.511
GBR,TOT,USD_CAP,1970,123.99
GBR,TOT,USD_CAP,1971,134.131
GBR,TOT,USD_CAP,1972,147.659
GBR,TOT,USD_CAP,1973,162.271
GBR,TOT,USD_CAP,1974,196.581
GBR,TOT,USD_CAP,1975,225.224
GBR,TOT,USD_CAP,1976,244.369
GBR,TOT,USD_CAP,1977,260.567
GBR,TOT,USD_CAP,1978,291.646
GBR,TOT,USD_CAP,1979,325.99
GBR,TOT,USD_CAP,1980,384.87
GBR,TOT,USD_CAP,1981,433.762
GBR,TOT,USD_CAP,1982,447.905
GBR,TOT,USD_CAP,1983,501.334
GBR,TOT,USD_CAP,1984,520.95
GBR,TOT,USD_CAP,1985,549.166
GBR,TOT,USD_CAP,1986,578.132
GBR,TOT,USD_CAP,1987,634.422
GBR,TOT,USD_CAP,1988,687.304
GBR,TOT,USD_CAP,1989,739.063
GBR,TOT,USD_CAP,1990,781.789
GBR,TOT,USD_CAP,1991,842.262
GBR,TOT,USD_CAP,1992,929.953
GBR,TOT,USD_CAP,1993,994.775
GBR,TOT,USD_CAP,1994,1057.687
GBR,TOT,USD_CAP,1995,1093.184
GBR,TOT,USD_CAP,1996,1171.041
GBR,TOT,USD_CAP,1997,1519.02
GBR,TOT,USD_CAP,1998,1582.196
GBR,TOT,USD_CAP,1999,1691.983
GBR,TOT,USD_CAP,2000,1915.689
GBR,TOT,USD_CAP,2001,2134.564
GBR,TOT,USD_CAP,2002,2383.648
GBR,TOT,USD_CAP,2003,2505.796
GBR,TOT,USD_CAP,2004,2768.926
GBR,TOT,USD_CAP,2005,2772.707
GBR,TOT,USD_CAP,2006,2969.568
GBR,TOT,USD_CAP,2007,3109.919
GBR,TOT,USD_CAP,2008,3241.823
GBR,TOT,USD_CAP,2009,3315.24
GBR,TOT,USD_CAP,2010,3430.8
GBR,TOT,USD_CAP,2011,3496.911
GBR,TOT,USD_CAP,2012,3638.662
GBR,TOT,USD_CAP,2013,3694.482
GBR,TOT,USD_CAP,2014,3779.797
GBR,TOT,USD_CAP,2015,3828.277
GBR,TOT,USD_CAP,2016,3989.966
GBR,TOT,USD_CAP,2017,4126.347
GBR,TOT,USD_CAP,2018,4289.787
GBR,TOT,USD_CAP,2019,4653.058
USA,TOT,USD_CAP,1970,326.961
USA,TOT,USD_CAP,1971,357.988
USA,TOT,USD_CAP,1972,397.097
USA,TOT,USD_CAP,1973,439.302
USA,TOT,USD_CAP,1974,495.114
USA,TOT,USD_CAP,1975,560.75
USA,TOT,USD_CAP,1976,638.851
USA,TOT,USD_CAP,1977,726.241
USA,TOT,USD_CAP,1978,808.884
USA,TOT,USD_CAP,1979,908.963
USA,TOT,USD_CAP,1980,1036.3
USA,TOT,USD_CAP,1981,1191.537
USA,TOT,USD_CAP,1982,1329.669
USA,TOT,USD_CAP,1983,1451.945
USA,TOT,USD_CAP,1984,1590.667
USA,TOT,USD_CAP,1985,1735.156
USA,TOT,USD_CAP,1986,1847.773
USA,TOT,USD_CAP,1987,1990.544
USA,TOT,USD_CAP,1988,2210.695
USA,TOT,USD_CAP,1989,2440.059
USA,TOT,USD_CAP,1990,2700.355
USA,TOT,USD_CAP,1991,2915.953
USA,TOT,USD_CAP,1992,3113.846
USA,TOT,USD_CAP,1993,3299.975
USA,TOT,USD_CAP,1994,3441.954
USA,TOT,USD_CAP,1995,3598.378
USA,TOT,USD_CAP,1996,3747.624
USA,TOT,USD_CAP,1997,3905.402
USA,TOT,USD_CAP,1998,4083.053
USA,TOT,USD_CAP,1999,4289.565
USA,TOT,USD_CAP,2000,4557.151
USA,TOT,USD_CAP,2001,4908.715
USA,TOT,USD_CAP,2002,5326.081
USA,TOT,USD_CAP,2003,5735.513
USA,TOT,USD_CAP,2004,6094.191
USA,TOT,USD_CAP,2005,6443.258
USA,TOT,USD_CAP,2006,6806.912
USA,TOT,USD_CAP,2007,7157.338
USA,TOT,USD_CAP,2008,7395.885
USA,TOT,USD_CAP,2009,7669.631
USA,TOT,USD_CAP,2010,7922.199
USA,TOT,USD_CAP,2011,8131.466
USA,TOT,USD_CAP,2012,8404.937
